GEOID_FIN,federal_transfers_real_2017,POPULATION,ID_NAME,STATE_FIPS,COUNTY_FIPS,tax_revenue_real_2017,B_B01,B_B21,B_B22,B_B30,B_B42,B_B46,B_B50,B_B79,B_B80,B_B89,T_T01,T_T09,T_T10,T_T13,T_T16,T_T19,T_T20,T_T22,T_T28,T_T29,YEAR,decade,federal_transfers_pc,tax_revenue_pc,log_transfers_pc,log_tax_pc
3603100030,,,,,,1499836.3814856561,,,,,,,,,,,1499836.3814856561,,,,,,,,,,1997,1990,,,,
3603100031,,,,,,919899.6473112025,,,,,,,,,,,919899.6473112025,,,,,,,,,,1997,1990,,,,
3603100032,,,,,,919899.6473112025,,,,,,,,,,,919899.6473112025,,,,,,,,,,1997,1990,,,,
3603100033,,,,,,2017961.6769079736,,,,,,,,,,,2017961.6769079736,,,,,,,,,,1997,1990,,,,
3603100502,,,,,,3177835.145256881,,,,,,,,,,,2357924.5900447224,,52721.5212885867,,1817.9834927098861,765371.0504308621,,,,,1997,1990,,,,
3603100701,,,,,,4284987.092317202,,,,,,,,,,,3176017.1617641714,,,,,1108969.9305530307,,,,,1997,1990,,,,
3603200001,,,,,,816274.588226739,,,,,,,,,,,816274.588226739,,,,,,,,,,1997,1990,,,,
3603200002,,,,,,141802.71243137112,,,,,,,,,,,141802.71243137112,,,,,,,,,,1997,1990,,,,
3603200003,,,,,,67265.38923026579,,,,,,,,,,,67265.38923026579,,,,,,,,,,1997,1990,,,,
3603200004,,,,,,3970475.9480783916,,,,,,,,,,,3970475.9480783916,,,,,,,,,,1997,1990,,,,
3603200006,,,,,,470857.7246118605,,,,,,,,,,,439952.0052357925,,,,,30905.719376068064,,,,,1997,1990,,,,
3603200007,,,,,,69083.37272297568,,,,,,,,,,,69083.37272297568,,,,,,,,,,1997,1990,,,,
3603200008,,,,,,61811.43875213613,,,,,,,,,,,61811.43875213613,,,,,,,,,,1997,1990,,,,
3603200009,,,,,,303603.243282551,,,,,,,,,,,303603.243282551,,,,,,,,,,1997,1990,,,,
3603200010,,,,,,69083.37272297568,,,,,,,,,,,69083.37272297568,,,,,,,,,,1997,1990,,,,
3603200011,,,,,,254517.68897938408,,,,,,,,,,,254517.68897938408,,,,,,,,,,1997,1990,,,,
3603200012,,,,,,89081.19114278443,,,,,,,,,,,89081.19114278443,,,,,,,,,,1997,1990,,,,
3603200013,,,,,,150892.62989492057,,,,,,,,,,,150892.62989492057,,,,,,,,,,1997,1990,,,,
3603200014,,,,,,79991.27367923499,,,,,,,,,,,79991.27367923499,,,,,,,,,,1997,1990,,,,
3603200015,,,,,,185434.3162564084,,,,,,,,,,,185434.3162564084,,,,,,,,,,1997,1990,,,,
3603200016,,,,,,50903.537795876815,,,,,,,,,,,50903.537795876815,,,,,,,,,,1997,1990,,,,
3603200017,,,,,,118168.9270261426,,,,,,,,,,,118168.9270261426,,,,,,,,,,1997,1990,,,,
3603300001,,,,,,81809.25717194488,,,,,,,,,,,59993.45525942624,,,,,21815.801912518633,,,,,1997,1990,,,,
3603300002,,,,,,299967.2762971312,,,,,,,,,,,299967.2762971312,,,,,,,,,,1997,1990,,,,
3603300003,,,,,,70901.35621568556,,,,,,,,,,,70901.35621568556,,,,,,,,,,1997,1990,,,,
3603300004,,,,,,176344.39879285896,,,,,,,,,,,103625.05908446352,,,,,72719.33970839545,,,,,1997,1990,,,,
3603300005,,,,,,481765.62556811987,,,,,,,,,,,481765.62556811987,,,,,,,,,,1997,1990,,,,
3603300006,,,,,,101807.07559175363,,,,,,,,,,,101807.07559175363,,,,,,,,,,1997,1990,,,,
3603300007,,,,,,59993.45525942624,,,,,,,,,,,59993.45525942624,,,,,,,,,,1997,1990,,,,
3603300008,,,,,,176344.39879285896,,,,,,,,,,,176344.39879285896,,,,,,,,,,1997,1990,,,,
3603300009,,,,,,43631.603825037266,,,,,,,,,,,43631.603825037266,,,,,,,,,,1997,1990,,,,
3603300010,,,,,,54539.504781296586,,,,,,,,,,,54539.504781296586,,,,,,,,,,1997,1990,,,,
3603300011,,,,,,18179.834927098862,,,,,,,,,,,18179.834927098862,,,,,,,,,,1997,1990,,,,
3603300012,,,,,,492673.52652437915,,,,,,,,,,,185434.3162564084,218158.01912518634,,89081.19114278443,,,,,,,1997,1990,,,,
3603300013,,,,,,143620.69592408102,,,,,,,,,,,143620.69592408102,,,,,,,,,,1997,1990,,,,
3603300015,,,,,,83627.24066465476,,,,,,,,,,,83627.24066465476,,,,,,,,,,1997,1990,,,,
3603400001,,,,,,30905.719376068064,,,,,,,,,,,30905.719376068064,,,,,,,,,,1997,1990,,,,
3603400002,,,,,,1245318.692506272,,,,,,,,,,,1245318.692506272,,,,,,,,,,1997,1990,,,,
3603400003,,,,,,230883.90357415556,,,,,,,,,,,230883.90357415556,,,,,,,,,,1997,1990,,,,
3603400004,,,,,,110896.99305530306,,,,,,,,,,,110896.99305530306,,,,,,,,,,1997,1990,,,,
3603400005,,,,,,72719.33970839545,,,,,,,,,,,72719.33970839545,,,,,,,,,,1997,1990,,,,
3603400006,,,,,,61811.43875213613,,,,,,,,,,,61811.43875213613,,,,,,,,,,1997,1990,,,,
3603400007,,,,,,212704.0686470567,,,,,,,,,,,212704.0686470567,,,,,,,,,,1997,1990,,,,
3603400008,,,,,,139984.72893866122,,,,,,,,,,,139984.72893866122,,,,,,,,,,1997,1990,,,,
3603400009,,,,,,258153.65596480385,,,,,,,,,,,258153.65596480385,,,,,,,,,,1997,1990,,,,
3603400010,,,,,,125440.86099698216,,,,,,,,,,,125440.86099698216,,,,,,,,,,1997,1990,,,,
3603400011,,,,,,50903.537795876815,,,,,,,,,,,50903.537795876815,,,,,,,,,,1997,1990,,,,
3603400012,,,,,,47267.570810457044,,,,,,,,,,,47267.570810457044,,,,,,,,,,1997,1990,,,,
3603400013,,,,,,69083.37272297568,,,,,,,,,,,69083.37272297568,,,,,,,,,,1997,1990,,,,
3603400014,,,,,,54539.504781296586,,,,,,,,,,,54539.504781296586,,,,,,,,,,1997,1990,,,,
3603500001,,,,,,165436.49783659965,,,,,,,,,,,165436.49783659965,,,,,,,,,,1997,1990,,,,
3603500002,,,,,,289059.3753408719,,,,,,,,,,,289059.3753408719,,,,,,,,,,1997,1990,,,,
3603500004,,,,,,114532.96004072283,,,,,,,,,,,114532.96004072283,,,,,,,,,,1997,1990,,,,
3603500005,,,,,,361778.71504926734,,,,,,,,,,,301785.25978984113,59993.45525942624,,,,,,,,,1997,1990,,,,
3603500006,,,,,,269061.55692106317,,,,,,,,,,,269061.55692106317,,,,,,,,,,1997,1990,,,,
3603500007,,,,,,121804.89401156237,,,,,,,,,,,121804.89401156237,,,,,,,,,,1997,1990,,,,
3603500008,,,,,,503581.4274806385,,,,,,,,,,,454495.87317747157,,,,,49085.55430316693,,,,,1997,1990,,,,
3603500009,,,,,,267243.5734283533,,,,,,,,,,,181798.34927098863,,1817.9834927098861,83627.24066465476,,,,,,,1997,1990,,,,
3603500010,,,,,,199978.1841980875,,,,,,,,,,,199978.1841980875,,,,,,,,,,1997,1990,,,,
3603500011,,,,,,45449.58731774716,,,,,,,,,,,45449.58731774716,,,,,,,,,,1997,1990,,,,
3603500012,,,,,,247245.7550085445,,,,,,,,,,,247245.7550085445,,,,,,,,,,1997,1990,,,,
3603500013,,,,,,170890.4483147293,,,,,,,,,,,170890.4483147293,,,,,,,,,,1997,1990,,,,
3603600002,,,,,,90899.17463549432,,,,,,,,,,,65447.405737555906,25451.768897938407,,,,,,,,,1997,1990,,,,
3603600003,,,,,,541759.0808275461,,,,,,,,,,,521761.2624077373,19997.818419808747,,,,,,,,,1997,1990,,,,
3603600004,,,,,,174526.41530014906,,,,,,,,,,,150892.62989492057,23633.785405228522,,,,,,,,,1997,1990,,,,
3603600005,,,,,,463585.790641021,,,,,,,,,,,221793.9861106061,165436.49783659965,,,,76355.30669381522,,,,,1997,1990,,,,
3603600006,,,,,,114532.96004072283,,,,,,,,,,,114532.96004072283,,,,,,,,,,1997,1990,,,,
3603600007,,,,,,58175.47176671636,,,,,,,,,,,58175.47176671636,,,,,,,,,,1997,1990,,,,
3603600008,,,,,,539941.0973348363,,,,,,,,,,,539941.0973348363,,,,,,,,,,1997,1990,,,,
3603600010,,,,,,70901.35621568556,,,,,,,,,,,56357.48827400647,14543.86794167909,,,,,,,,,1997,1990,,,,
3603600011,,,,,,121804.89401156237,,,,,,,,,,,99989.09209904374,21815.801912518633,,,,,,,,,1997,1990,,,,
3603600012,,,,,,258153.65596480385,,,,,,,,,,,150892.62989492057,49085.55430316693,,,,58175.47176671636,,,,,1997,1990,,,,
3603600013,,,,,,47267.570810457044,,,,,,,,,,,47267.570810457044,,,,,,,,,,1997,1990,,,,
3603600014,,,,,,19997.818419808747,,,,,,,,,,,19997.818419808747,,,,,,,,,,1997,1990,,,,
3603600015,,,,,,219976.00261789624,,,,,,,,,,,219976.00261789624,,,,,,,,,,1997,1990,,,,
3603600016,,,,,,52721.5212885867,,,,,,,,,,,38177.65334690761,14543.86794167909,,,,,,,,,1997,1990,,,,
3603600017,,,,,,30905.719376068064,,,,,,,,,,,30905.719376068064,,,,,,,,,,1997,1990,,,,
3603700001,,,,,,241791.80453041487,,,,,,,,,,,241791.80453041487,,,,,,,,,,1997,1990,,,,
3603700002,,,,,,1298040.2137948587,,,,,,,,,,,1158055.4848561976,,,87263.20765007453,,52721.5212885867,,,,,1997,1990,,,,
3603700003,,,,,,245427.77151583464,,,,,,,,,,,245427.77151583464,,,,,,,,,,1997,1990,,,,
3603700005,,,,,,105443.0425771734,,,,,,,,,,,105443.0425771734,,,,,,,,,,1997,1990,,,,
3603700007,,,,,,154528.59688034034,,,,,,,,,,,154528.59688034034,,,,,,,,,,1997,1990,,,,
3603700008,,,,,,125440.86099698216,,,,,,,,,,,125440.86099698216,,,,,,,,,,1997,1990,,,,
3603700010,,,,,,61811.43875213613,,,,,,,,,,,61811.43875213613,,,,,,,,,,1997,1990,,,,
3603700011,,,,,,41813.62033232738,,,,,,,,,,,41813.62033232738,,,,,,,,,,1997,1990,,,,
3603800001,,,,,,421772.1703086936,,,,,,,,,,,343598.8801221685,78173.2901865251,,,,,,,,,1997,1990,,,,
3603800002,,,,,,299967.2762971312,,,,,,,,,,,299967.2762971312,,,,,,,,,,1997,1990,,,,
3603800003,,,,,,738101.2980402138,,,,,,,,,,,738101.2980402138,,,,,,,,,,1997,1990,,,,
3603800005,,,,,,61811.43875213613,,,,,,,,,,,61811.43875213613,,,,,,,,,,1997,1990,,,,
3603800006,,,,,,136348.76195324145,,,,,,,,,,,136348.76195324145,,,,,,,,,,1997,1990,,,,
3603800007,,,,,,56357.48827400647,,,,,,,,,,,56357.48827400647,,,,,,,,,,1997,1990,,,,
3603800008,,,,,,258153.65596480385,,,,,,,,,,,258153.65596480385,,,,,,,,,,1997,1990,,,,
3603800009,,,,,,229065.92008144566,,,,,,,,,,,229065.92008144566,,,,,,,,,,1997,1990,,,,
3603800010,,,,,,110896.99305530306,,,,,,,,,,,110896.99305530306,,,,,,,,,,1997,1990,,,,
3603800011,,,,,,119986.91051885248,,,,,,,,,,,119986.91051885248,,,,,,,,,,1997,1990,,,,
3603800012,,,,,,285423.4083554521,,,,,,,,,,,285423.4083554521,,,,,,,,,,1997,1990,,,,
3603800013,,,,,,329055.01218048943,,,,,,,,,,,329055.01218048943,,,,,,,,,,1997,1990,,,,
3603800014,,,,,,170890.4483147293,,,,,,,,,,,170890.4483147293,,,,,,,,,,1997,1990,,,,
3603900001,,,,,,2783332.7273388356,,,,,,,,,,,2563356.7247209395,,3635.9669854197723,216340.03563247647,,,,,,,1997,1990,,,,
3603900002,,,,,,214522.05213976657,,,,,,,,,,,214522.05213976657,,,,,,,,,,1997,1990,,,,
3603900003,,,,,,207250.11816892703,,,,,,,,,,,207250.11816892703,,,,,,,,,,1997,1990,,,,
3603900004,,,,,,123622.87750427226,,,,,,,,,,,123622.87750427226,,,,,,,,,,1997,1990,,,,
3603900005,,,,,,123622.87750427226,,,,,,,,,,,123622.87750427226,,,,,,,,,,1997,1990,,,,
3603900006,,,,,,3430534.8507435555,,,,,,,,,,,2566992.6917063594,,,,,863542.159037196,,,,,1997,1990,,,,
3603900007,,,,,,158164.5638657601,,,,,,,,,,,158164.5638657601,,,,,,,,,,1997,1990,,,,
3603900008,,,,,,1207141.0391593645,,,,,,,,,,,988983.020034178,,7271.933970839545,210886.0851543468,,,,,,,1997,1990,,,,
3603900009,,,,,,165436.49783659965,,,,,,,,,,,165436.49783659965,,,,,,,,,,1997,1990,,,,
3603900010,,,,,,87263.20765007453,,,,,,,,,,,87263.20765007453,,,,,,,,,,1997,1990,,,,
3603900011,,,,,,381776.5334690761,,,,,,,,,,,381776.5334690761,,,,,,,,,,1997,1990,,,,
3603900012,,,,,,94535.14162091409,,,,,,,,,,,94535.14162091409,,,,,,,,,,1997,1990,,,,
3603900013,,,,,,54539.504781296586,,,,,,,,,,,54539.504781296586,,,,,,,,,,1997,1990,,,,
3603900014,,,,,,92717.1581282042,,,,,,,,,,,92717.1581282042,,,,,,,,,,1997,1990,,,,
3603900015,,,,,,116350.94353343271,,,,,,,,,,,116350.94353343271,,,,,,,,,,1997,1990,,,,
3603900016,,,,,,36359.669854197724,,,,,,,,,,,36359.669854197724,,,,,,,,,,1997,1990,,,,
3603900017,,,,,,30905.719376068064,,,,,,,,,,,30905.719376068064,,,,,,,,,,1997,1990,,,,
3603900018,,,,,,165436.49783659965,,,,,,,,,,,165436.49783659965,,,,,,,,,,1997,1990,,,,
3603900019,,,,,,92717.1581282042,,,,,,,,,,,92717.1581282042,,,,,,,,,,1997,1990,,,,
3604000001,,,,,,152710.61338763044,,,,,,,,,,,152710.61338763044,,,,,,,,,,1997,1990,,,,
3604000002,,,,,,1127149.7654801295,,,,,,,,,,,798094.75329964,249063.7385012544,,,,79991.27367923499,,,,,1997,1990,,,,
3604000003,,,,,,236337.8540522852,,,,,,,,,,,172708.4318074392,,,,,63629.42224484602,,,,,1997,1990,,,,
3604000004,,,,,,670835.908809948,,,,,,,,,,,670835.908809948,,,,,,,,,,1997,1990,,,,
3604000005,,,,,,87263.20765007453,,,,,,,,,,,87263.20765007453,,,,,,,,,,1997,1990,,,,
3604000006,,,,,,90899.17463549432,,,,,,,,,,,90899.17463549432,,,,,,,,,,1997,1990,,,,
3604000007,,,,,,165436.49783659965,,,,,,,,,,,165436.49783659965,,,,,,,,,,1997,1990,,,,
3604000009,,,,,,174526.41530014906,,,,,,,,,,,54539.504781296586,119986.91051885248,,,,,,,,,1997,1990,,,,
3604000010,,,,,,196342.21721266772,,,,,,,,,,,196342.21721266772,,,,,,,,,,1997,1990,,,,
3604000011,,,,,,138166.74544595135,,,,,,,,,,,,138166.74544595135,,,,,,,,,1997,1990,,,,
3604000012,,,,,,45449.58731774716,,,,,,,,,,,45449.58731774716,,,,,,,,,,1997,1990,,,,
3604100002,,,,,,496309.49350979895,,,,,,,,,,,496309.49350979895,,,,,,,,,,1997,1990,,,,
3604100004,,,,,,298149.29280442133,,,,,,,,,,,298149.29280442133,,,,,,,,,,1997,1990,,,,
3604100005,,,,,,683561.7932589172,,,,,,,,,,,499945.4604952187,,,,,183616.3327636985,,,,,1997,1990,,,,
3604100007,,,,,,121804.89401156237,,,,,,,,,,,116350.94353343271,5453.950478129658,,,,,,,,,1997,1990,,,,
3604100008,,,,,,965349.2346289495,,,,,,,,,,,965349.2346289495,,,,,,,,,,1997,1990,,,,
3604100009,,,,,,1765261.9714212995,,,,,,,,,,,1765261.9714212995,,,,,,,,,,1997,1990,,,,
3604100010,,,,,,118168.9270261426,,,,,,,,,,,118168.9270261426,,,,,,,,,,1997,1990,,,,
3604100011,,,,,,59993.45525942624,,,,,,,,,,,59993.45525942624,,,,,,,,,,1997,1990,,,,
3604100012,,,,,,136348.76195324145,,,,,,,,,,,136348.76195324145,,,,,,,,,,1997,1990,,,,
3604100013,,,,,,249063.7385012544,,,,,,,,,,,249063.7385012544,,,,,,,,,,1997,1990,,,,
3604100014,,,,,,2241573.6465112898,,,,,,,,,,,2241573.6465112898,,,,,,,,,,1997,1990,,,,
3604100015,,,,,,7308293.640693743,,,,,,,,,,,7308293.640693743,,,,,,,,,,1997,1990,,,,
3604100016,,,,,,23633.785405228522,,,,,,,,,,,23633.785405228522,,,,,,,,,,1997,1990,,,,
3604100017,,,,,,199978.1841980875,,,,,,,,,,,199978.1841980875,,,,,,,,,,1997,1990,,,,
3604100018,,,,,,389048.46743991564,,,,,,,,,,,389048.46743991564,,,,,,,,,,1997,1990,,,,
3604100019,,,,,,872632.0765007454,,,,,,,,,,,872632.0765007454,,,,,,,,,,1997,1990,,,,
3604100020,,,,,,81809.25717194488,,,,,,,,,,,29087.73588335818,,,,,52721.5212885867,,,,,1997,1990,,,,
3604200001,,,,,,63629.42224484602,,,,,,,,,,,63629.42224484602,,,,,,,,,,1997,1990,,,,
3604200002,,,,,,167254.48132930952,,,,,,,,,,,167254.48132930952,,,,,,,,,,1997,1990,,,,
3604200003,,,,,,165436.49783659965,,,,,,,,,,,165436.49783659965,,,,,,,,,,1997,1990,,,,
3604200004,,,,,,192706.25022724795,,,,,,,,,,,192706.25022724795,,,,,,,,,,1997,1990,,,,
3604200005,,,,,,469039.74111915065,,,,,,,,,,,463585.790641021,,,,,5453.950478129658,,,,,1997,1990,,,,
3604200006,,,,,,152710.61338763044,,,,,,,,,,,152710.61338763044,,,,,,,,,,1997,1990,,,,
3604200007,,,,,,867178.1260226157,,,,,,,,,,,867178.1260226157,,,,,,,,,,1997,1990,,,,
3604200008,,,,,,123622.87750427226,,,,,,,,,,,123622.87750427226,,,,,,,,,,1997,1990,,,,
3604200009,,,,,,327237.0286877795,,,,,,,,,,,327237.0286877795,,,,,,,,,,1997,1990,,,,
3604200010,,,,,,19997.818419808747,,,,,,,,,,,19997.818419808747,,,,,,,,,,1997,1990,,,,
3604200011,,,,,,14543.86794167909,,,,,,,,,,,14543.86794167909,,,,,,,,,,1997,1990,,,,
3604200012,,,,,,112714.97654801294,,,,,,,,,,,112714.97654801294,,,,,,,,,,1997,1990,,,,
3604200013,,,,,,181798.34927098863,,,,,,,,,,,181798.34927098863,,,,,,,,,,1997,1990,,,,
3604200014,,,,,,112714.97654801294,,,,,,,,,,,81809.25717194488,30905.719376068064,,,,,,,,,1997,1990,,,,
3604200015,,,,,,45449.58731774716,,,,,,,,,,,45449.58731774716,,,,,,,,,,1997,1990,,,,
3604200016,,,,,,203614.15118350726,,,,,,,,,,,203614.15118350726,,,,,,,,,,1997,1990,,,,
3604200017,,,,,,10907.900956259316,,,,,,,,,,,10907.900956259316,,,,,,,,,,1997,1990,,,,
3604200018,,,,,,118168.9270261426,,,,,,,,,,,118168.9270261426,,,,,,,,,,1997,1990,,,,
3604200019,,,,,,65447.405737555906,,,,,,,,,,,65447.405737555906,,,,,,,,,,1997,1990,,,,
3604200020,,,,,,189070.28324182818,,,,,,,,,,,189070.28324182818,,,,,,,,,,1997,1990,,,,
3604200021,,,,,,156346.5803730502,,,,,,,,,,,72719.33970839545,83627.24066465476,,,,,,,,,1997,1990,,,,
3604200022,,,,,,49085.55430316693,,,,,,,,,,,49085.55430316693,,,,,,,,,,1997,1990,,,,
3604300002,,,,,,598116.5691015526,,,,,,,,,,,598116.5691015526,,,,,,,,,,1997,1990,,,,
3604300003,,,,,,1268952.4779115005,,,,,,,,,,,1268952.4779115005,,,,,,,,,,1997,1990,,,,
3604300006,,,,,,4863105.842998946,,,,,,,,,,,4863105.842998946,,,,,,,,,,1997,1990,,,,
3604300007,,,,,,19668763.40762826,,,,,,,,,,,18676144.420608662,,,,,992618.9870195979,,,,,1997,1990,,,,
3604300008,,,,,,1156237.5013634877,,,,,,,,,,,1156237.5013634877,,,,,,,,,,1997,1990,,,,
3604300009,,,,,,2117950.7690070174,,,,,,,,,,,2117950.7690070174,,,,,,,,,,1997,1990,,,,
3604300010,,,,,,789004.8358360906,,,,,,,,,,,789004.8358360906,,,,,,,,,,1997,1990,,,,
3604300011,,,,,,267243.5734283533,,,,,,,,,,,267243.5734283533,,,,,,,,,,1997,1990,,,,
3604300012,,,,,,165436.49783659965,,,,,,,,,,,70901.35621568556,94535.14162091409,,,,,,,,,1997,1990,,,,
3604300013,,,,,,610842.4535505218,,,,,,,,,,,610842.4535505218,,,,,,,,,,1997,1990,,,,
3604300014,,,,,,11787804.966730902,,,,,,,,,,,10906082.972766608,,,,,881721.9939642948,,,,,1997,1990,,,,
3604300016,,,,,,343598.8801221685,,,,,,,,,,,343598.8801221685,,,,,,,,,,1997,1990,,,,
3604300017,,,,,,5755735.7379195,,,,,,,,,,,5755735.7379195,,,,,,,,,,1997,1990,,,,
3604300801,,,,,,1727084.318074392,,,,,,,,,,,1727084.318074392,,,,,,,,,,1997,1990,,,,
3604400001,,,,,,107261.02606988329,,,,,,,,,,,107261.02606988329,,,,,,,,,,1997,1990,,,,
3604400002,,,,,,141802.71243137112,,,,,,,,,,,141802.71243137112,,,,,,,,,,1997,1990,,,,
3604400003,,,,,,127258.84448969204,,,,,,,,,,,127258.84448969204,,,,,,,,,,1997,1990,,,,
3604400004,,,,,,321783.0782096499,,,,,,,,,,,321783.0782096499,,,,,,,,,,1997,1990,,,,
3604400005,,,,,,910809.729847653,,,,,,,,,,,910809.729847653,,,,,,,,,,1997,1990,,,,
3604400006,,,,,,147256.6629095008,,,,,,,,,,,147256.6629095008,,,,,,,,,,1997,1990,,,,
3604400007,,,,,,223611.969603316,,,,,,,,,,,223611.969603316,,,,,,,,,,1997,1990,,,,
3604400008,,,,,,214522.05213976657,,,,,,,,,,,214522.05213976657,,,,,,,,,,1997,1990,,,,
3604400009,,,,,,289059.3753408719,,,,,,,,,,,203614.15118350726,85445.22415736465,,,,,,,,,1997,1990,,,,
3604400010,,,,,,10907.900956259316,,,,,,,,,,,10907.900956259316,,,,,,,,,,1997,1990,,,,
3604400011,,,,,,243609.78802312474,,,,,,,,,,,243609.78802312474,,,,,,,,,,1997,1990,,,,
3604400012,,,,,,50903.537795876815,,,,,,,,,,,50903.537795876815,,,,,,,,,,1997,1990,,,,
3604400013,,,,,,9089.917463549431,,,,,,,,,,,9089.917463549431,,,,,,,,,,1997,1990,,,,
3604500001,,,,,,21815.801912518633,,,,,,,,,,,21815.801912518633,,,,,,,,,,1997,1990,,,,
3604500003,,,,,,225429.95309602589,,,,,,,,,,,225429.95309602589,,,,,,,,,,1997,1990,,,,
3604500005,,,,,,332690.9791659092,,,,,,,,,,,332690.9791659092,,,,,,,,,,1997,1990,,,,
3604500006,,,,,,1114423.8810311602,,,,,,,,,,,761735.0834454424,,,,,352688.7975857179,,,,,1997,1990,,,,
3604500007,,,,,,778096.9348798313,,,,,,,,,,,778096.9348798313,,,,,,,,,,1997,1990,,,,
3604500008,,,,,,1327127.9496782168,,,,,,,,,,,1327127.9496782168,,,,,,,,,,1997,1990,,,,
3604500009,,,,,,234519.87055957533,,,,,,,,,,,234519.87055957533,,,,,,,,,,1997,1990,,,,
3604500011,,,,,,394502.4179180453,,,,,,,,,,,394502.4179180453,,,,,,,,,,1997,1990,,,,
3604500012,,,,,,110896.99305530306,,,,,,,,,,,110896.99305530306,,,,,,,,,,1997,1990,,,,
3604500013,,,,,,598116.5691015526,,,,,,,,,,,598116.5691015526,,,,,,,,,,1997,1990,,,,
3604500014,,,,,,232701.88706686543,,,,,,,,,,,232701.88706686543,,,,,,,,,,1997,1990,,,,
3604500015,,,,,,329055.01218048943,,,,,,,,,,,329055.01218048943,,,,,,,,,,1997,1990,,,,
3604500017,,,,,,145438.6794167909,,,,,,,,,,,145438.6794167909,,,,,,,,,,1997,1990,,,,
3604500018,,,,,,418136.2033232738,,,,,,,,,,,418136.2033232738,,,,,,,,,,1997,1990,,,,
3604500019,,,,,,190888.26673453805,,,,,,,,,,,190888.26673453805,,,,,,,,,,1997,1990,,,,
3604500020,,,,,,721739.4466058249,,,,,,,,,,,601752.5360869723,39995.636839617495,,79991.27367923499,,,,,,,1997,1990,,,,
3604500021,,,,,,272697.5239064829,,,,,,,,,,,272697.5239064829,,,,,,,,,,1997,1990,,,,
3604500022,,,,,,450859.90619205177,,,,,,,,,,,405410.31887430465,45449.58731774716,,,,,,,,,1997,1990,,,,
3604500023,,,,,,861724.175544486,,,,,,,,,,,861724.175544486,,,,,,,,,,1997,1990,,,,
3604500024,,,,,,574482.7836963241,,,,,,,,,,,574482.7836963241,,,,,,,,,,1997,1990,,,,
3604500025,,,,,,938079.4822383013,,,,,,,,,,,938079.4822383013,,,,,,,,,,1997,1990,,,,
3604500026,,,,,,198160.2007053776,,,,,,,,,,,72719.33970839545,,,,,125440.86099698216,,,,,1997,1990,,,,
3604600001,,,,,,116350.94353343271,,,,,,,,,,,70901.35621568556,45449.58731774716,,,,,,,,,1997,1990,,,,
3604600002,,,,,,1212594.989637494,,,,,,,,,,,1036250.5908446352,49085.55430316693,,,,127258.84448969204,,,,,1997,1990,,,,
3604600003,,,,,,241791.80453041487,,,,,,,,,,,241791.80453041487,,,,,,,,,,1997,1990,,,,
3604600004,,,,,,50903.537795876815,,,,,,,,,,,50903.537795876815,,,,,,,,,,1997,1990,,,,
3604600005,,,,,,169072.46482201942,,,,,,,,,,,169072.46482201942,,,,,,,,,,1997,1990,,,,
3604600006,,,,,,119986.91051885248,,,,,,,,,,,119986.91051885248,,,,,,,,,,1997,1990,,,,
3604600007,,,,,,136348.76195324145,,,,,,,,,,,136348.76195324145,,,,,,,,,,1997,1990,,,,
3604600009,,,,,,176344.39879285896,,,,,,,,,,,176344.39879285896,,,,,,,,,,1997,1990,,,,
3604600010,,,,,,121804.89401156237,,,,,,,,,,,121804.89401156237,,,,,,,,,,1997,1990,,,,
3604600011,,,,,,56357.48827400647,,,,,,,,,,,56357.48827400647,,,,,,,,,,1997,1990,,,,
3604600012,,,,,,145438.6794167909,,,,,,,,,,,145438.6794167909,,,,,,,,,,1997,1990,,,,
3604600013,,,,,,121804.89401156237,,,,,,,,,,,121804.89401156237,,,,,,,,,,1997,1990,,,,
3604600014,,,,,,988983.020034178,,,,,,,,,,,988983.020034178,,,,,,,,,,1997,1990,,,,
3604600015,,,,,,21815.801912518633,,,,,,,,,,,21815.801912518633,,,,,,,,,,1997,1990,,,,
3604600016,,,,,,305421.2267752609,,,,,,,,,,,227247.93658873579,78173.2901865251,,,,,,,,,1997,1990,,,,
3604600017,,,,,,147256.6629095008,,,,,,,,,,,,147256.6629095008,,,,,,,,,1997,1990,,,,
3604600801,,,,,,3635.9669854197723,,,,,,,,,,,3635.9669854197723,,,,,,,,,,1997,1990,,,,
3604700001,,,,,,4012289.568410719,,,,,,,,,,,1118059.84801658,,27269.752390648293,25451.768897938407,,2841508.199105552,,,,,1997,1990,,,,
3604700002,,,,,,285423.4083554521,,,,,,,,,,,254517.68897938408,,,,,30905.719376068064,,,,,1997,1990,,,,
3604700006,,,,,,939897.4657310111,,,,,,,,,,,939897.4657310111,,,,,,,,,,1997,1990,,,,
3604700009,,,,,,547213.0313056757,,,,,,,,,,,414500.23633785406,132712.79496782168,,,,,,,,,1997,1990,,,,
3604700010,,,,,,1138057.6664363889,,,,,,,,,,,1138057.6664363889,,,,,,,,,,1997,1990,,,,
3604700011,,,,,,2257935.497945679,,,,,,,,,,,2199760.0261789626,58175.47176671636,,,,,,,,,1997,1990,,,,
3604700012,,,,,,239973.82103770497,,,,,,,,,,,239973.82103770497,,,,,,,,,,1997,1990,,,,
3604700013,,,,,,1090790.0956259316,,,,,,,,,,,1007162.854961277,,1817.9834927098861,81809.25717194488,,,,,,,1997,1990,,,,
3604700014,,,,,,429044.10427953315,,,,,,,,,,,429044.10427953315,,,,,,,,,,1997,1990,,,,
